numThreads mpi omp Nspheres force TotalRuntime isendRecvForces sendRecvStates waitForces collisionChecker collider Merge
2 2 1 10002 -1.72289e+07 25.9534 24.0877 0.217704 0.0405799 0 0.00363526 1
4 4 1 30004 -4.93173e+07 34.5001 28.7379 0.275229 0.0414762 0 0.00682723 1
8 8 1 70008 -1.13494e+08 55.1155 31.7991 0.278696 0.0445563 0 0.0309893 1
16 16 1 150016 -2.41848e+08 85.883 37.7607 0.237097 0.0442359 0 0.0746741 1
64 64 1 630064 -1.01197e+09 260.113 61.8057 0.638182 0.0656967 0 0.259766 1
