numThreads mpi omp Nspheres wallTime merge
8 8 1 100008 181.605 1
2 2 1 100002 309.797 1
4 4 1 100004 319.418 1
16 16 1 100016 226.154 1
32 32 1 100032 345.878 1
64 64 1 100064 612.948 1
128 128 1 100128 1208.44 1
4 4 1 500004 1024.77 1
8 8 1 500008 1042.29 1
16 16 1 500016 1325.14 1
32 32 1 500032 1782.34 1
64 64 1 500064 3138.08 1
