numThreads mpi omp Nspheres wallTime merge
2 2 1 100002 235.364 1
4 4 1 100004 136.368 1
8 8 1 100008 107.535 1
16 16 1 100016 94.7804 1
32 32 1 100032 100.572 1
64 64 1 100064 129.905 1
128 128 1 100128 421.737 1
