numThreads mpi omp Nspheres force TotalRuntime isendRecvForces sendRecvStates waitForces collisionChecker collider Merge
16 16 1 1.00002e+06 -6.96876e+08 598.621 319.034 0.251014 0.0436136 0 0.657926 1
32 32 1 1.00003e+06 -1.386e+09 534.795 228.374 0.394618 0.0487786 0 0.455552 1
64 64 1 1.00006e+06 -1.79918e+09 467.892 156.834 0.618439 0.0521289 0 0.464082 1
128 128 1 1.00013e+06 -1.9063e+09 471.681 173.195 1.03214 0.0568517 0 0.466127 1
